10001, 535.714285714286
10002, 357.142857142857
10003, 357.142857142857
10004, 357.142857142857
10005, 313.511904761905
10006, 313.511904761905
10007, 255.803571428571
10008, 133.928571428571
10009, 133.928571428571
10010, 313.511904761905
10011, 302.529761904762
10012, 229.017857142857
10013, 142.857142857143
10014, 142.857142857143
10015, 318.452380952381
10016, 255.803571428571
10017, 249.107142857143
10018, 133.928571428571
10019, 133.928571428571
10020, 138.392857142857
10021, 138.392857142857
10022, 142.857142857143
10023, 133.928571428571
10024, 133.928571428571
10025, 142.857142857143
10026, 147.321428571429
10027, 147.321428571429
10028, 142.857142857143
10029, 133.928571428571
10030, 133.928571428571
10031, 133.928571428571
10032, 313.511904761905
10033, 313.511904761905
10034, 313.511904761905
